nome,id_pokedex,geracao,status,especie,num_tipos,tipo_primario,tipo_secundario,altura_m,peso_kg,num_habilidades,habilidade_1,habilidade_2,habilidade_escondida,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,taxa_crescimento,porcentagem_macho
Sylveon,700,6,Normal,Intertwining Pokémon,1,Fairy,,1.0,23.5,2,Cute Charm,,Pixilate,525,95,65,65,110,130,60,45,Medium Fast,87.5
Hawlucha,701,6,Normal,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,100,Medium Fast,50.0
Dedenne,702,6,Normal,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,180,Medium Fast,50.0
Carbink,703,6,Normal,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,500,50,50,150,50,150,50,60,Slow,
Goomy,704,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,45,Slow,50.0
Sliggoo,705,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,45,Slow,50.0
Goodra,706,6,Normal,Dragon Pokémon,1,Dragon,,2.0,150.5,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,45,Slow,50.0
Klefki,707,6,Normal,Key Ring Pokémon,2,Steel,Fairy,0.2,3.0,2,Prankster,,Magician,470,57,80,91,80,87,75,75,Fast,50.0
Phantump,708,6,Normal,Stump Pokémon,2,Ghost,Grass,0.4,7.0,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,120,Medium Fast,50.0
Trevenant,709,6,Normal,Elder Tree Pokémon,2,Ghost,Grass,1.5,71.0,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,60,Medium Fast,50.0
Pumpkaboo Average Size,710,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.4,5.0,3,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,120,Medium Fast,50.0
Pumpkaboo Small Size,710,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56,120,Medium Fast,50.0
Pumpkaboo Large Size,710,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335,54,66,70,44,55,46,120,Medium Fast,50.0
Pumpkaboo Super Size,710,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.8,15.0,3,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41,120,Medium Fast,50.0
Gourgeist Average Size,711,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84,60,Medium Fast,50.0
Gourgeist Small Size,711,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494,55,85,122,58,75,99,60,Medium Fast,50.0
Gourgeist Large Size,711,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.1,14.0,3,Pickup,Frisk,Insomnia,494,75,95,122,58,75,69,60,Medium Fast,50.0
Gourgeist Super Size,711,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.7,39.0,3,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,60,Medium Fast,50.0
Bergmite,712,6,Normal,Ice Chunk Pokémon,1,Ice,,1.0,99.5,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,190,Medium Fast,50.0
Avalugg,713,6,Normal,Iceberg Pokémon,1,Ice,,2.0,505.0,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,55,Medium Fast,50.0
Noibat,714,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8.0,3,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,190,Medium Fast,50.0
Noivern,715,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85.0,3,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,45,Medium Fast,50.0
Xerneas,716,6,Legendary,Life Pokémon,1,Fairy,,3.0,215.0,1,Fairy Aura,,,680,126,131,95,131,98,99,45,Slow,
Yveltal,717,6,Legendary,Destruction Pokémon,2,Dark,Flying,5.8,203.0,1,Dark Aura,,,680,126,131,95,131,98,99,45,Slow,
Zygarde 50% Forme,718,6,Legendary,Order Pokémon,2,Dragon,Ground,5.0,305.0,2,Aura Break,Power Construct,,600,108,100,121,81,95,95,3,Slow,
Zygarde 10% Forme,718,6,Legendary,Order Pokémon,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,,486,54,100,71,61,85,115,3,Slow,
Zygarde Complete Forme,718,6,Legendary,Order Pokémon,2,Dragon,Ground,4.5,610.0,1,Power Construct,,,708,216,100,121,91,95,85,3,Slow,
Diancie,719,6,Mythical,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,1,Clear Body,,,600,50,100,150,100,150,50,3,Slow,
Mega Diancie,719,6,Mythical,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,,,700,50,160,110,160,110,110,3,Slow,
Hoopa Hoopa Confined,720,6,Mythical,Mischief Pokémon,2,Psychic,Ghost,0.5,9.0,1,Magician,,,600,80,110,60,150,130,70,3,Slow,
Hoopa Hoopa Unbound,720,6,Mythical,Djinn Pokémon,2,Psychic,Dark,6.5,490.0,1,Magician,,,680,80,160,60,170,130,80,3,Slow,
Volcanion,721,6,Mythical,Steam Pokémon,2,Fire,Water,1.7,195.0,1,Water Absorb,,,600,80,110,120,130,90,70,3,Slow,
Rowlet,722,7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320,68,55,55,50,50,42,45,Medium Slow,87.5
Dartrix,723,7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16.0,2,Overgrow,,Long Reach,420,78,75,75,70,70,52,45,Medium Slow,87.5
Decidueye,724,7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530,78,107,75,100,100,70,45,Medium Slow,87.5
Litten,725,7,Normal,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320,45,65,40,60,40,70,45,Medium Slow,87.5
Torracat,726,7,Normal,Fire Cat Pokémon,1,Fire,,0.7,25.0,2,Blaze,,Intimidate,420,65,85,50,80,50,90,45,Medium Slow,87.5
Incineroar,727,7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83.0,2,Blaze,,Intimidate,530,95,115,90,80,90,60,45,Medium Slow,87.5
Popplio,728,7,Normal,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320,50,54,54,66,56,40,45,Medium Slow,87.5
Brionne,729,7,Normal,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420,60,69,69,91,81,50,45,Medium Slow,87.5
Primarina,730,7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44.0,2,Torrent,,Liquid Voice,530,80,74,74,126,116,60,45,Medium Slow,87.5
Pikipek,731,7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,255,Medium Fast,50.0
Trumbeak,732,7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,120,Medium Fast,50.0
Toucannon,733,7,Normal,Cannon Pokémon,2,Normal,Flying,1.1,26.0,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,45,Medium Fast,50.0
Yungoos,734,7,Normal,Loitering Pokémon,1,Normal,,0.4,6.0,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,255,Medium Fast,50.0
Gumshoos,735,7,Normal,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,127,Medium Fast,50.0
Grubbin,736,7,Normal,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,300,47,62,45,55,45,46,255,Medium Fast,50.0
Charjabug,737,7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,400,57,82,95,55,75,36,120,Medium Fast,50.0
Vikavolt,738,7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45.0,1,Levitate,,,500,77,70,90,145,75,43,45,Medium Fast,50.0
Crabrawler,739,7,Normal,Boxing Pokémon,1,Fighting,,0.6,7.0,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,225,Medium Fast,50.0
Crabominable,740,7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180.0,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,60,Medium Fast,50.0
Oricorio Baile Style,741,7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,Medium Fast,25.0
Oricorio Pom-Pom Style,741,7,Normal,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,Medium Fast,25.0
Oricorio Pa'u Style,741,7,Normal,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,Medium Fast,25.0
Oricorio Sensu Style,741,7,Normal,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,Medium Fast,25.0
Cutiefly,742,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84,190,Medium Fast,50.0
Ribombee,743,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124,75,Medium Fast,50.0
Rockruff,744,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60,190,Medium Fast,50.0
Own Tempo Rockruff,744,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,1,Own Tempo,,,280,45,65,40,30,40,60,190,Medium Fast,50.0
Lycanroc Midday Form,745,7,Normal,Wolf Pokémon,1,Rock,,0.8,25.0,3,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112,90,Medium Fast,50.0
Lycanroc Midnight Form,745,7,Normal,Wolf Pokémon,1,Rock,,1.1,25.0,3,Keen Eye,Vital Spirit,No Guard,487,85,115,75,55,75,82,90,Medium Fast,50.0
Lycanroc Dusk Form,745,7,Normal,Wolf Pokémon,1,Rock,,0.8,25.0,1,Tough Claws,,,487,75,117,65,55,65,110,90,Medium Fast,50.0
Wishiwashi Solo Form,746,7,Normal,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,,,175,45,20,20,25,25,40,60,Fast,50.0
Wishiwashi School Form,746,7,Normal,Small Fry Pokémon,1,Water,,8.2,78.6,1,Schooling,,,620,45,140,130,140,135,30,60,Fast,50.0
Mareanie,747,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8.0,3,Merciless,Limber,Regenerator,305,50,53,62,43,52,45,190,Medium Fast,50.0
Toxapex,748,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495,50,63,152,53,142,35,75,Medium Fast,50.0
Mudbray,749,7,Normal,Donkey Pokémon,1,Ground,,1.0,110.0,3,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45,190,Medium Fast,50.0
Mudsdale,750,7,Normal,Draft Horse Pokémon,1,Ground,,2.5,920.0,3,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35,60,Medium Fast,50.0
Dewpider,751,7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4.0,2,Water Bubble,,Water Absorb,269,38,40,52,40,72,27,200,Medium Fast,50.0
Araquanid,752,7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82.0,2,Water Bubble,,Water Absorb,454,68,70,92,50,132,42,100,Medium Fast,50.0
Fomantis,753,7,Normal,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250,40,55,35,50,35,35,190,Medium Fast,50.0
Lurantis,754,7,Normal,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480,70,105,90,80,90,45,75,Medium Fast,50.0
Morelull,755,7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15,190,Medium Fast,50.0
Shiinotic,756,7,Normal,Illuminating Pokémon,2,Grass,Fairy,1.0,11.5,3,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30,75,Medium Fast,50.0
Salandit,757,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320,48,44,40,71,40,77,120,Medium Fast,87.5
Salazzle,758,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480,68,64,60,111,60,117,45,Medium Fast,0.0
Stufful,759,7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50,140,Medium Fast,50.0
Bewear,760,7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135.0,3,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60,70,Medium Fast,50.0
Bounsweet,761,7,Normal,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32,235,Medium Slow,0.0
Steenee,762,7,Normal,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62,120,Medium Slow,0.0
Tsareena,763,7,Normal,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72,45,Medium Slow,0.0
Comfey,764,7,Normal,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100,60,Fast,25.0
Oranguru,765,7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76.0,3,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60,45,Slow,50.0
Passimian,766,7,Normal,Teamwork Pokémon,1,Fighting,,2.0,82.8,2,Receiver,,Defiant,490,100,120,90,40,60,80,45,Slow,50.0
Wimpod,767,7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12.0,1,Wimp Out,,,230,25,35,40,20,30,80,90,Medium Fast,50.0
Golisopod,768,7,Normal,Hard Scale Pokémon,2,Bug,Water,2.0,108.0,1,Emergency Exit,,,530,75,125,140,60,90,40,45,Medium Fast,50.0
Sandygast,769,7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70.0,2,Water Compaction,,Sand Veil,320,55,55,80,70,45,15,140,Medium Fast,50.0
Palossand,770,7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250.0,2,Water Compaction,,Sand Veil,480,85,75,110,100,75,35,60,Medium Fast,50.0
Pyukumuku,771,7,Normal,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410,55,60,130,30,130,5,60,Fast,50.0
Type: Null,772,7,Sub Legendary,Synthetic Pokémon,1,Normal,,1.9,120.5,1,Battle Armor,,,534,95,95,95,95,95,59,3,Slow,
Silvally,773,7,Sub Legendary,Synthetic Pokémon,1,Normal,,2.3,100.5,1,RKS System,,,570,95,95,95,95,95,95,3,Slow,
Minior Meteor Form,774,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40.0,1,Shields Down,,,440,60,60,100,60,100,60,30,Medium Slow,
Minior Core Form,774,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,,,500,60,100,60,100,60,120,30,Medium Slow,
Komala,775,7,Normal,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,,,480,65,115,65,75,95,65,45,Slow,50.0
Turtonator,776,7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2.0,212.0,1,Shell Armor,,,485,60,78,135,91,85,36,70,Medium Fast,50.0
Togedemaru,777,7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96,180,Medium Fast,50.0
Mimikyu,778,7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,476,55,90,80,50,105,96,45,Medium Fast,50.0
Bruxish,779,7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19.0,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,80,Medium Fast,50.0
Drampa,780,7,Normal,Placid Pokémon,2,Normal,Dragon,3.0,185.0,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,70,Medium Fast,50.0
Dhelmise,781,7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210.0,1,Steelworker,,,517,70,131,100,86,90,40,25,Medium Fast,
Jangmo-o,782,7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,45,Slow,50.0
Hakamo-o,783,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47.0,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,45,Slow,50.0
Kommo-o,784,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,45,Slow,50.0
Tapu Koko,785,7,Sub Legendary,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,2,Electric Surge,,Telepathy,570,70,115,85,95,75,130,3,Slow,
Tapu Lele,786,7,Sub Legendary,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,,Telepathy,570,70,85,75,130,115,95,3,Slow,
Tapu Bulu,787,7,Sub Legendary,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,,Telepathy,570,70,130,115,85,95,75,3,Slow,
Tapu Fini,788,7,Sub Legendary,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,2,Misty Surge,,Telepathy,570,70,75,115,95,130,85,3,Slow,
Cosmog,789,7,Legendary,Nebula Pokémon,1,Psychic,,0.2,0.1,1,Unaware,,,200,43,29,31,29,31,37,45,Slow,
Cosmoem,790,7,Legendary,Protostar Pokémon,1,Psychic,,0.1,999.9,1,Sturdy,,,400,43,29,131,29,131,37,45,Slow,
Solgaleo,791,7,Legendary,Sunne Pokémon,2,Psychic,Steel,3.4,230.0,1,Full Metal Body,,,680,137,137,107,113,89,97,45,Slow,
Lunala,792,7,Legendary,Moone Pokémon,2,Psychic,Ghost,4.0,120.0,1,Shadow Shield,,,680,137,113,89,137,107,97,45,Slow,
Nihilego,793,7,Sub Legendary,Parasite Pokémon,2,Rock,Poison,1.2,55.5,1,Beast Boost,,,570,109,53,47,127,131,103,45,Slow,
Buzzwole,794,7,Sub Legendary,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,1,Beast Boost,,,570,107,139,139,53,53,79,45,Slow,
Pheromosa,795,7,Sub Legendary,Lissome Pokémon,2,Bug,Fighting,1.8,25.0,1,Beast Boost,,,570,71,137,37,137,37,151,45,Slow,
Xurkitree,796,7,Sub Legendary,Glowing Pokémon,1,Electric,,3.8,100.0,1,Beast Boost,,,570,83,89,71,173,71,83,45,Slow,
Celesteela,797,7,Sub Legendary,Launch Pokémon,2,Steel,Flying,9.2,999.9,1,Beast Boost,,,570,97,101,103,107,101,61,45,Slow,
Kartana,798,7,Sub Legendary,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,1,Beast Boost,,,570,59,181,131,59,31,109,45,Slow,
Guzzlord,799,7,Sub Legendary,Junkivore Pokémon,2,Dark,Dragon,5.5,888.0,1,Beast Boost,,,570,223,101,53,97,53,43,45,Slow,
Necrozma,800,7,Legendary,Prism Pokémon,1,Psychic,,2.4,230.0,1,Prism Armor,,,600,97,107,101,127,89,79,255,Slow,
Dusk Mane Necrozma,800,7,Legendary,Prism Pokémon,2,Psychic,Steel,3.8,460.0,1,Prism Armor,,,680,97,157,127,113,109,77,3,Slow,
Dawn Wings Necrozma,800,7,Legendary,Prism Pokémon,2,Psychic,Ghost,4.2,350.0,1,Prism Armor,,,680,97,113,109,157,127,77,3,Slow,
Ultra Necrozma,800,7,Legendary,Prism Pokémon,2,Psychic,Dragon,7.5,230.0,1,Neuroforce,,,754,97,167,97,167,97,129,3,Slow,
Magearna,801,7,Mythical,Artificial Pokémon,2,Steel,Fairy,1.0,80.5,1,Soul-Heart,,,600,80,95,115,130,115,65,3,Slow,
Marshadow,802,7,Mythical,Gloomdweller Pokémon,2,Fighting,Ghost,0.7,22.2,1,Technician,,,600,90,125,80,90,90,125,3,Slow,
Poipole,803,7,Sub Legendary,Poison Pin Pokémon,1,Poison,,0.6,1.8,1,Beast Boost,,,420,67,73,67,73,67,73,45,Slow,
Naganadel,804,7,Sub Legendary,Poison Pin Pokémon,2,Poison,Dragon,3.6,150.0,1,Beast Boost,,,540,73,73,73,127,73,121,45,Slow,
Stakataka,805,7,Sub Legendary,Rampart Pokémon,2,Rock,Steel,5.5,820.0,1,Beast Boost,,,570,61,131,211,53,101,13,30,Slow,
Blacephalon,806,7,Sub Legendary,Fireworks Pokémon,2,Fire,Ghost,1.8,13.0,1,Beast Boost,,,570,53,127,53,151,79,107,30,Slow,
Zeraora,807,7,Mythical,Thunderclap Pokémon,1,Electric,,1.5,44.5,1,Volt Absorb,,,600,88,112,75,102,80,143,3,Slow,
Meltan,808,7,Mythical,Hex Nut Pokémon,1,Steel,,0.2,8.0,1,Magnet Pull,,,300,46,65,65,55,35,34,3,Slow,
Melmetal,809,7,Mythical,Hex Nut Pokémon,1,Steel,,2.5,800.0,1,Iron Fist,,,600,135,143,143,80,65,34,3,Slow,
Grookey,810,8,Normal,Chimp Pokémon,1,Grass,,0.3,5.0,2,Overgrow,,Grassy Surge,310,50,65,50,40,40,65,45,Medium Slow,87.5
Thwackey,811,8,Normal,Beat Pokémon,1,Grass,,0.7,14.0,2,Overgrow,,Grassy Surge,420,70,85,70,55,60,80,45,Medium Slow,87.5
Rillaboom,812,8,Normal,Drummer Pokémon,1,Grass,,2.1,90.0,2,Overgrow,,Grassy Surge,530,100,125,90,60,70,85,45,Medium Slow,87.5
Scorbunny,813,8,Normal,Rabbit Pokémon,1,Fire,,0.3,4.5,2,Blaze,,Libero,310,50,71,40,40,40,69,45,Medium Slow,87.5
Raboot,814,8,Normal,Rabbit Pokémon,1,Fire,,0.6,9.0,2,Blaze,,Libero,420,65,86,60,55,60,94,45,Medium Slow,87.5
Cinderace,815,8,Normal,Striker Pokémon,1,Fire,,1.4,33.0,2,Blaze,,Libero,530,80,116,75,65,75,119,45,Medium Slow,87.5
Sobble,816,8,Normal,Water Lizard Pokémon,1,Water,,0.3,4.0,2,Torrent,,Sniper,310,50,40,40,70,40,70,45,Medium Slow,87.5
Drizzile,817,8,Normal,Water lizard Pokémon,1,Water,,0.7,11.5,2,Torrent,,Sniper,420,65,60,55,95,55,90,45,Medium Slow,87.5
Inteleon,818,8,Normal,Secret Agent Pokémon,1,Water,,1.9,45.2,2,Torrent,,Sniper,530,70,85,65,125,65,120,45,Medium Slow,87.5
Skwovet,819,8,Normal,Cheeky Pokémon,1,Normal,,0.3,2.5,2,Cheek Pouch,,Gluttony,275,70,55,55,35,35,25,255,Medium Fast,50.0
Greedent,820,8,Normal,Greedy Pokémon,1,Normal,,0.6,6.0,2,Cheek Pouch,,Gluttony,460,120,95,95,55,75,20,90,Medium Fast,50.0
Rookidee,821,8,Normal,Tiny Bird Pokémon,1,Flying,,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,245,38,47,35,33,35,57,255,Medium Slow,50.0
Corvisquire,822,8,Normal,Raven Pokémon,1,Flying,,0.8,16.0,3,Keen Eye,Unnerve,Big Pecks,365,68,67,55,43,55,77,120,Medium Slow,50.0
Corviknight,823,8,Normal,Raven Pokémon,2,Flying,Steel,2.2,75.0,3,Pressure,Unnerve,Mirror Armor,495,98,87,105,53,85,67,45,Medium Slow,50.0
Blipbug,824,8,Normal,Larva Pokémon,1,Bug,,0.4,8.0,3,Swarm,Compound Eyes,Telepathy,180,25,20,20,25,45,45,255,Medium Fast,50.0
Dottler,825,8,Normal,Radome Pokémon,2,Bug,Psychic,0.4,19.5,3,Swarm,Compound Eyes,Telepathy,335,50,35,80,50,90,30,120,Medium Fast,50.0
Orbeetle,826,8,Normal,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,3,Swarm,Frisk,Telepathy,505,60,45,110,80,120,90,45,Medium Fast,50.0
Nickit,827,8,Normal,Fox Pokémon,1,Dark,,0.6,8.9,3,Run Away,Unburden,Stakeout,245,40,28,28,47,52,50,255,Fast,50.0
Thievul,828,8,Normal,Fox Pokémon,1,Dark,,1.2,19.9,3,Run Away,Unburden,Stakeout,455,70,58,58,87,92,90,127,Fast,50.0
Gossifleur,829,8,Normal,Flowering Pokémon,1,Grass,,0.4,2.2,3,Cotton Down,Regenerator,Effect Spore,250,40,40,60,40,60,10,190,Medium Fast,50.0
Eldegoss,830,8,Normal,Cotton Bloom Pokémon,1,Grass,,0.5,2.5,3,Cotton Down,Regenerator,Effect Spore,460,60,50,90,80,120,60,75,Medium Fast,50.0
Wooloo,831,8,Normal,Sheep Pokémon,1,Normal,,0.6,6.0,3,Fluffy,Run Away,Bulletproof,270,42,40,55,40,45,48,255,Medium Fast,50.0
Dubwool,832,8,Normal,Sheep Pokémon,1,Normal,,1.3,43.0,3,Fluffy,Steadfast,Bulletproof,490,72,80,100,60,90,88,127,Medium Fast,50.0
Chewtle,833,8,Normal,Snapping Pokémon,1,Water,,0.3,8.5,3,Strong Jaw,Shell Armor,Swift Swim,284,50,64,50,38,38,44,255,Medium Fast,50.0
Drednaw,834,8,Normal,Bite Pokémon,2,Water,Rock,1.0,115.5,3,Strong Jaw,Shell Armor,Swift Swim,485,90,115,90,48,68,74,75,Medium Fast,50.0
Yamper,835,8,Normal,Puppy Pokémon,1,Electric,,0.3,13.5,2,Ball Fetch,,Rattled,270,59,45,50,40,50,26,255,Fast,50.0
Boltund,836,8,Normal,Dog Pokémon,1,Electric,,1.0,34.0,2,Strong Jaw,,Competitive,490,69,90,60,90,60,121,45,Fast,50.0
Rolycoly,837,8,Normal,Coal Pokémon,1,Rock,,0.3,12.0,3,Steam Engine,Heatproof,Flash Fire,240,30,40,50,40,50,30,255,Medium Slow,50.0
Carkol,838,8,Normal,Coal Pokémon,2,Rock,Fire,1.1,78.0,3,Steam Engine,Flame Body,Flash Fire,410,80,60,90,60,70,50,120,Medium Slow,50.0
Coalossal,839,8,Normal,Coal Pokémon,2,Rock,Fire,2.8,310.5,3,Steam Engine,Flame Body,Flash Fire,510,110,80,120,80,90,30,45,Medium Slow,50.0
Applin,840,8,Normal,Apple Core Pokémon,2,Grass,Dragon,0.2,0.5,3,Ripen,Gluttony,Bulletproof,260,40,40,80,40,40,20,255,Erratic,50.0
Flapple,841,8,Normal,Apple Wing Pokémon,2,Grass,Dragon,0.3,1.0,3,Ripen,Gluttony,Hustle,485,70,110,80,95,60,70,45,Erratic,50.0
